"","PRIM_STATE","AREA_TYPE","NAICS","NAICS_TITLE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE"
"22175","AZ","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",400,31.7,17.31,36010,4
"22176","AR","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",200,17.7,15.22,31660,5.3
"22177","CA","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",4750,11.3,20.69,43040,2.6
"22178","CO","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",440,16.8,20.39,42420,2.5
"22179","CT","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",170,31.6,25.36,52740,11.7
"22180","DE","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",160,14.7,18.23,37920,4.7
"22181","FL","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",1360,15.7,14.66,30500,2.3
"22182","GA","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",120,18,15.36,31940,6.2
"22183","ID","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",70,35.4,19.42,40390,16.1
"22184","IL","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",190,33.6,22.08,45920,5.9
"22185","IN","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",390,19.7,21.3,44310,5
"22186","IA","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",210,18.8,22.03,45820,4.1
"22187","KS","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",190,26.8,19.1,39720,9.5
"22188","KY","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",180,20.8,17.8,37030,6.2
"22189","ME","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",70,18.7,18.7,38900,6.1
"22190","MD","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",760,12.7,17.46,36320,3.9
"22191","MA","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",260,36.1,23.68,49250,8.2
"22192","MI","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",100,45.5,19.17,39880,3.9
"22193","MN","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",270,33.3,28.06,58360,6.6
"22194","MS","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",70,19.8,14.49,30140,7.3
"22195","MO","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",320,33.5,26.31,54730,10.1
"22196","MT","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",60,34.9,18.8,39100,8.7
"22197","NE","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",190,30.2,17.99,37430,5
"22198","NV","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",340,30.4,22.44,46680,8.1
"22199","NH","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",150,22.3,19.84,41280,4.5
"22200","NJ","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",240,45.2,20.92,43510,14
"22201","NM","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",70,28.1,13.79,28680,7.3
"22202","NY","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",1060,21.9,24.43,50820,10.1
"22203","NC","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",930,15.4,15,31210,2.2
"22204","ND","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",40,46.3,18.75,39000,5.1
"22205","OH","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",620,21.6,19.29,40120,3.9
"22206","OK","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",260,13.3,15.08,31360,4.6
"22207","OR","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",360,22.6,19.8,41190,5.4
"22208","PA","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",580,28.2,23,47840,9.9
"22209","SC","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",150,39.7,15.06,31320,6.9
"22210","SD","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",110,19.7,14.85,30900,5.9
"22211","TN","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",880,17.4,17.31,36010,2.9
"22212","TX","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",1650,14.9,17.67,36760,3
"22213","UT","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",580,19.5,18.39,38240,4
"22214","VT","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",50,21.8,19.55,40660,11.1
"22215","VA","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",1230,13.2,15.64,32520,2.2
"22216","WA","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",430,35.1,26.92,56000,9.6
"22217","WI","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",40,35.9,16.94,35240,7.9
"22218","WY","2","000000","Cross-industry","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",80,22.6,21.3,44290,6.8
"22219","AL","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",290,21,14.53,30220,2.5
"22220","AK","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",240,23.9,18.31,38090,5.6
"22221","AZ","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",480,26.6,17.83,37080,2.9
"22222","AR","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",210,27.2,15.3,31820,5.3
"22223","CA","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",3230,14.9,19.69,40950,2.3
"22224","CO","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",140,26.4,16.46,34230,3
"22225","CT","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",160,29.6,18.29,38040,3.8
"22226","DE","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",210,24.5,13.25,27550,2.3
"22227","DC","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",120,38.6,19.77,41120,4.1
"22228","FL","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",2630,11.7,15.62,32480,2.8
"22229","GA","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",480,14.3,17.28,35950,4.2
"22230","ID","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",180,44.8,18.24,37940,12.2
"22231","IL","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",220,45.7,18.63,38760,5.7
"22232","IN","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",300,31.7,13.83,28780,2.8
"22233","IA","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",270,25.8,16.82,34980,5.1
"22234","KS","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",310,22.7,14.33,29810,4.6
"22235","KY","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",210,29.3,14.21,29550,4.6
"22236","LA","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",1010,8.2,16.67,34670,3.5
"22237","ME","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",290,30.9,17.02,35400,2.5
"22238","MD","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",1230,16.3,16.7,34740,4.3
"22239","MA","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",930,15.4,18.61,38710,3.2
"22240","MI","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",310,42.7,14.68,30530,3.6
"22241","MN","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",690,18.5,17.62,36640,3.1
"22242","MS","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",190,18,15.72,32700,3.4
"22243","MO","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",190,45.6,17.48,36360,2.9
"22244","MT","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",70,15.5,16.01,33300,4.4
"22245","NE","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",140,21.5,14.04,29200,3.7
"22246","NV","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",270,43.7,15.21,31630,5.3
"22247","NH","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",160,34.5,14.07,29270,10.9
"22248","NJ","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",890,41.6,17.85,37140,13.9
"22249","NM","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",200,21.3,16.21,33710,3.2
"22250","NY","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",1110,22.7,18.78,39060,2.8
"22251","NC","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",1180,16.5,14.67,30520,3.8
"22252","OH","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",340,28.3,16.18,33660,3.7
"22253","OR","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",700,28.5,20.41,42450,5.9
"22254","PA","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",1540,14.7,18.56,38600,4.3
"22255","SC","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",590,16.1,15.78,32830,3.4
"22256","SD","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",180,18,12.74,26490,4.5
"22257","TN","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",760,14.6,14.62,30400,4.3
"22258","TX","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",2520,7.3,17.75,36920,2.1
"22259","UT","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",390,28.1,17.76,36940,4.2
"22260","VT","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",210,31.3,16.94,35230,3.8
"22261","VA","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",1980,13.6,14.41,29980,2.4
"22262","WA","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",1660,32.7,18.33,38120,5.2
"22263","WV","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",210,31.5,15.87,33010,4.2
"22264","WI","2","000000","Cross-industry","47-3012","Helpers--Carpenters","detailed",290,43,14.7,30580,4.3
"22265","AL","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",1930,12.3,14.15,29430,2.3
"22266","AZ","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",970,21.4,17.23,35830,3.6
"22267","AR","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",250,44.1,17.49,36370,8.4
"22268","CA","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",4540,18.8,20.5,42650,2.8
"22269","CO","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",170,49.8,16.27,33840,3.7
"22270","CT","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",230,23.7,21.94,45630,14
"22271","DE","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",210,43.2,15.38,32000,9
"22272","DC","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",280,16.9,19.49,40550,3.3
"22273","FL","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",8690,8.3,15.01,31210,1.4
"22274","GA","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",5690,10.4,15.92,33110,1.8
"22275","IL","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",910,25.1,18.22,37890,5.7
"22276","IN","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",680,30.5,15.67,32590,4.4
"22277","IA","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",980,19.2,18.95,39420,6.4
"22278","KS","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",250,36.3,17.04,35440,8.7
"22279","KY","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",830,14.8,15.5,32240,2.8
"22280","LA","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",2970,8.3,18.66,38820,5.6
"22281","ME","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",640,14.9,17.02,35400,3
"22282","MD","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",990,13.5,15.54,32320,2.6
"22283","MA","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",1610,24.4,22.15,46080,4.6
"22284","MN","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",110,9.2,21.1,43890,6.6
"22285","MS","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",780,12.7,14.91,31020,2.6
"22286","MO","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",300,31.2,16.52,34370,2.2
"22287","MT","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",50,37.4,15.68,32620,7.7
"22288","NE","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",220,23.3,17.56,36530,7.1
"22289","NV","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",360,39,15.92,33120,5.8
"22290","NH","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",150,45.5,14.27,29690,11.4
"22291","NJ","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",1320,21.1,16.67,34660,4.3
"22292","NM","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",860,29.1,16.97,35300,3.7
"22293","NY","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",5240,9.2,20.79,43250,3
"22294","NC","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",5260,8.8,15.51,32260,1.5
"22295","OH","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",1170,16,16.21,33720,3.4
"22296","OK","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",1170,18.7,17.65,36720,3.9
"22297","OR","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",360,16.6,18.95,39420,3.2
"22298","PA","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",2020,22.5,16.74,34830,2.4
"22299","SC","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",1600,11.6,14.66,30490,1.6
"22300","SD","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",200,22.8,14.22,29580,2.2
"22301","TN","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",2590,13.4,15.54,32330,2.7
"22302","TX","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",11450,9.6,16.86,35080,1.3
"22303","UT","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",990,22.7,20.06,41730,3.4
"22304","VA","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",2740,12.4,15.24,31710,2
"22305","WA","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",310,35.2,22.8,47430,11.7
"22306","WV","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",140,21.3,17.22,35830,5.6
"22307","WI","2","000000","Cross-industry","47-3013","Helpers--Electricians","detailed",970,13.8,17.7,36810,4.2
"22308","AL","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",60,31.9,12.46,25920,6.1
"22309","AZ","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",430,31.5,16.99,35350,4.7
"22310","AR","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",70,29.6,14.07,29260,5.3
"22311","CA","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",1740,14.1,17.79,37010,2.7
"22312","CO","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",70,30.9,14.68,30540,3.5
"22313","FL","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",810,21.5,13.57,28230,3.8
"22314","GA","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",60,29.9,17.14,35660,4
"22315","ID","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",80,43.6,16.06,33400,6.9
"22316","IN","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",160,49.6,16.48,34290,12.1
"22317","KY","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",60,34.7,16.43,34170,2.6
"22318","LA","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",700,11.7,15.57,32390,2.1
"22319","MD","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",180,42.9,15.12,31450,5.5
"22320","MA","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",200,32.5,21.94,45630,5.9
"22321","NE","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",180,48.2,14.87,30930,3.9
"22322","NV","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",390,34.2,16.06,33400,5.9
"22323","NJ","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",90,47.4,18.28,38030,7.8
"22324","NM","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",40,25.8,14.62,30400,3.6
"22325","NY","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",300,48.5,20.49,42610,13
"22326","OH","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",60,39.1,15.68,32620,13.7
"22327","OR","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",130,36.5,17.06,35470,8
"22328","SD","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",90,28.1,13.67,28430,4.2
"22329","TN","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",40,28.9,13.36,27780,7.3
"22330","TX","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",1480,19.8,14.74,30660,3.9
"22331","VA","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",200,49.4,15.13,31480,3
"22332","WA","2","000000","Cross-industry","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",150,48.3,16.89,35130,5.7
"22333","AL","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",1540,12,13.81,28730,2.6
"22334","AK","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",90,41,20.93,43530,6.3
"22335","AZ","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",970,21.4,16.59,34500,5
"22336","AR","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",500,26,14.83,30850,4.2
"22337","CA","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",4340,15.5,19.63,40840,3.2
"22338","CO","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",400,41.7,16.57,34470,8.6
"22339","CT","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",180,46,17.1,35570,6.1
"22340","DE","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",220,32.5,15.23,31680,2.4
"22341","FL","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",6560,11.2,15.04,31290,2.2
"22342","GA","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",1610,23.1,15.64,32540,2.6
"22343","HI","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",50,24.3,20.85,43370,3.3
"22344","IL","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",1590,21.2,17.76,36940,5.2
"22345","IN","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",390,20,16.56,34440,3.8
"22346","IA","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",640,21.9,17.01,35370,3.8
"22347","KS","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",420,25.2,16.14,33570,5.7
"22348","KY","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",480,21.1,15.76,32780,4.6
"22349","LA","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",3200,8.8,17.43,36250,3.2
"22350","ME","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",130,33,15.89,33060,5.6
"22351","MD","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",1300,18.3,15.78,32810,3.2
"22352","MA","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",600,20.1,19.22,39970,2.8
"22353","MI","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",690,28.3,13.91,28940,5.9
"22354","MS","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",350,16.1,14.6,30370,2.8
"22355","MO","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",240,36.8,20.94,43550,9.1
"22356","NE","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",300,37,18.25,37960,6
"22357","NV","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",300,35,14.48,30120,5
"22358","NH","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",190,26.2,16.67,34680,7.3
"22359","NJ","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",760,27.2,17.33,36050,5.7
"22360","NM","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",620,31.8,16.73,34810,4.3
"22361","NY","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",3080,14,20.28,42190,3.5
"22362","NC","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",3790,12.3,14.5,30160,2.8
"22363","OH","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",720,25.2,17.54,36490,4.9
"22364","OK","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",1160,19,17.53,36460,2.9
"22365","OR","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",410,17.2,17.23,35830,4.4
"22366","PA","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",860,18.6,18.11,37670,4.5
"22367","SC","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",1260,12.7,14.51,30180,4
"22368","SD","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",170,25.5,14.05,29220,4.5
"22369","TN","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",780,14.9,15.65,32560,2.6
"22370","TX","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",9870,12.4,17.22,35830,2.6
"22371","UT","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",690,27.7,18.78,39060,4.1
"22372","VA","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",2540,12.9,16,33290,2.8
"22373","WA","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",380,32.8,18.64,38770,5
"22374","WV","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",140,27,15.45,32140,3.3
"22375","WI","2","000000","Cross-industry","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",810,16.1,20.05,41700,5.3
"22376","AL","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",80,18.8,15.23,31670,5.1
